1.000000000	0.000004224	0.000040626	0.000112512	0.000042188	0.000096751	0.000089719	0.000135870	0.000077152	0.000146519	0.000043810	0.000152152	0.000100471	0.000258029	0.000135870	0.000158002	0.000063888	0.000042188	0.000043810	0.000045494	0.000047243	0.000043810	0.000042188	0.000066345	0.000042188	0.000019103	0.000043810	0.000071545	0.000045494	0.000043810	0.000068896	0.000050946	0.000045494	0.000040626	0.000040626	0.000049060	0.000043810	0.000043810	0.000057051	0.000047243	0.000042188	0.000005931	0.000057051	0.000052905	0.000059245	0.000045494	0.000043810	0.000043810	0.000039121	0.000039121	0.000049060	0.000034935	0.000036278	0.000050946	0.000043810	0.000043810	0.000043810	0.000040626	0.000040626	0.000040626	0.000063888	0.000049060	0.000040626	0.000040626	0.000043810	0.000083199	0.000045494	0.000042188	0.000043810	0.000043810	0.000045494	0.000049060	0.000043810	0.000045494	0.000047243	0.000043810	0.000043810	0.000045494	0.000043810	0.000043810	0.000045494	0.000043810	0.000043810	0.000043810	0.000040626	0.000043810	0.000042188	0.000045494	0.000045494	0.000045494	0.000043810
0.000004224	1.000000000	0.000034935	0.000057051	0.000036278	0.000000617	0.000031196	0.000016427	0.000015819	0.000023956	0.000034935	0.000012614	0.000032396	0.000036278	0.000037673	0.000025833	0.000022215	0.000033641	0.000034935	0.000036278	0.000032396	0.000034935	0.000036278	0.000024877	0.000031196	0.000002686	0.000034935	0.000031196	0.000039121	0.000034935	0.000047243	0.000032396	0.000039121	0.000034935	0.000034935	0.000036278	0.000034935	0.000032396	0.000045494	0.000034935	0.000026827	0.022136428	0.000036278	0.000033641	0.000043810	0.000039121	0.000034935	0.000034935	0.000033641	0.000033641	0.000024877	0.000030041	0.000028929	0.000040626	0.000037673	0.000037673	0.000037673	0.000034935	0.000034935	0.000034935	0.000027858	0.000036278	0.000037673	0.000034935	0.000034935	0.000039121	0.000039121	0.000036278	0.000037673	0.000034935	0.000036278	0.000033641	0.000037673	0.000036278	0.000037673	0.000037673	0.000034935	0.000039121	0.000037673	0.000037673	0.000039121	0.000037673	0.000034935	0.000034935	0.000034935	0.000037673	0.000036278	0.000039121	0.000033641	0.000033641	0.000037673
0.000040626	0.000034935	1.000000000	0.135391404	0.962974809	0.000005101	0.183092975	0.045333991	0.125551222	0.007412085	0.927320483	0.005278065	0.347710604	0.063663369	0.238433458	0.052718646	0.190132674	0.828084454	0.927320483	0.892986264	0.797424468	0.927320483	0.452807333	0.419897515	0.712089097	0.002389947	0.859923277	0.287933746	0.892986264	0.927320483	0.507070882	0.685723862	0.828084454	0.927320483	0.797424468	0.828084454	0.859923277	0.859923277	0.660334805	0.797424468	0.361079647	0.000077152	0.567837270	0.612341990	0.589669911	0.828084454	0.927320483	0.927320483	0.892986264	0.892986264	0.612341990	0.589669911	0.526567131	0.685723862	0.927320483	0.927320483	0.859923277	0.927320483	0.927320483	0.927320483	0.436042055	0.828084454	0.927320483	0.797424468	0.927320483	0.488296486	0.892986264	0.892986264	0.927320483	0.927320483	0.892986264	0.828084454	0.927320483	0.892986264	0.859923277	0.927320483	0.927320483	0.892986264	0.927320483	0.927320483	0.892986264	0.927320483	0.927320483	0.927320483	0.927320483	0.927320483	0.892986264	0.892986264	0.892986264	0.892986264	0.927320483
0.000112512	0.000057051	0.135391404	1.000000000	0.140597036	0.000017714	0.045333991	0.017652130	0.028827240	0.005691738	0.135391404	0.004370684	0.074033778	0.022987547	0.068653039	0.012104487	0.037540373	0.130378511	0.135391404	0.140597036	0.116426220	0.135391404	0.066111147	0.096410743	0.103967015	0.000742080	0.125551222	0.066111147	0.130378511	0.135391404	0.107964418	0.100117617	0.140597036	0.135391404	0.135391404	0.130378511	0.125551222	0.125551222	0.103967015	0.125551222	0.082905842	0.000059245	0.103967015	0.103967015	0.100117617	0.120902664	0.135391404	0.135391404	0.130378511	0.130378511	0.089403656	0.092841116	0.096410743	0.107964418	0.135391404	0.135391404	0.135391404	0.146002818	0.146002818	0.146002818	0.079836237	0.120902664	0.135391404	0.125551222	0.135391404	0.103967015	0.130378511	0.130378511	0.135391404	0.135391404	0.130378511	0.120902664	0.135391404	0.130378511	0.135391404	0.135391404	0.135391404	0.130378511	0.135391404	0.135391404	0.130378511	0.135391404	0.135391404	0.135391404	0.135391404	0.135391404	0.130378511	0.130378511	0.140597036	0.130378511	0.146002818
0.000042188	0.000036278	0.962974809	0.140597036	1.000000000	0.000005297	0.190132674	0.047077027	0.130378511	0.007137652	0.962974809	0.005481000	0.361079647	0.066111147	0.247600930	0.054745613	0.197443040	0.859923277	0.962974809	0.927320483	0.828084454	0.962974809	0.470217215	0.436042055	0.739468043	0.002481837	0.892986264	0.299004442	0.927320483	0.962974809	0.526567131	0.712089097	0.859923277	0.962974809	0.828084454	0.859923277	0.892986264	0.892986264	0.685723862	0.828084454	0.374962713	0.000080118	0.589669911	0.635885783	0.612341990	0.859923277	0.962974809	0.962974809	0.927320483	0.927320483	0.635885783	0.612341990	0.546812986	0.712089097	0.962974809	0.962974809	0.892986264	0.962974809	0.962974809	0.962974809	0.452807333	0.859923277	0.962974809	0.828084454	0.962974809	0.507070882	0.927320483	0.927320483	0.962974809	0.962974809	0.927320483	0.859923277	0.962974809	0.927320483	0.892986264	0.962974809	0.962974809	0.927320483	0.962974809	0.962974809	0.927320483	0.962974809	0.962974809	0.962974809	0.962974809	0.962974809	0.927320483	0.927320483	0.927320483	0.927320483	0.962974809
0.000096751	0.000000617	0.000005101	0.000017714	0.000005297	1.000000000	0.000009687	0.000008021	0.000004912	0.000026827	0.000005101	0.000020600	0.000010847	0.000032396	0.000008650	0.000042188	0.000012614	0.000005712	0.000005500	0.000005297	0.000005931	0.000005500	0.000004912	0.000010446	0.000004555	0.002134190	0.000005931	0.000011264	0.000005712	0.000005101	0.000008650	0.000005101	0.000005712	0.000005101	0.000005931	0.000005712	0.000005931	0.000005500	0.000006642	0.000006396	0.000006642	0.000000511	0.000007163	0.000006642	0.000005931	0.000005712	0.000005101	0.000005101	0.000004912	0.000004912	0.000004912	0.000008650	0.000006642	0.000006396	0.000005500	0.000005500	0.000005931	0.000005101	0.000005101	0.000005101	0.000008021	0.000005712	0.000005500	0.000006396	0.000005101	0.000010446	0.000005712	0.000005297	0.000005500	0.000005500	0.000005297	0.000006160	0.000005500	0.000004912	0.000005931	0.000005500	0.000005500	0.000005712	0.000005500	0.000005500	0.000005712	0.000005500	0.000005500	0.000005500	0.000005101	0.000005500	0.000004912	0.000005712	0.000005712	0.000005712	0.000005500
0.000089719	0.000031196	0.183092975	0.045333991	0.190132674	0.000009687	1.000000000	0.022136428	0.048887080	0.005691738	0.183092975	0.005910578	0.100117617	0.022987547	0.092841116	0.020527564	0.054745613	0.176313923	0.183092975	0.176313923	0.157445911	0.183092975	0.103967015	0.096410743	0.140597036	0.001357101	0.169785866	0.089403656	0.205034481	0.197443040	0.157445911	0.135391404	0.176313923	0.183092975	0.183092975	0.176313923	0.183092975	0.169785866	0.163499512	0.157445911	0.096410743	0.000063888	0.140597036	0.140597036	0.125551222	0.176313923	0.183092975	0.183092975	0.176313923	0.176313923	0.130378511	0.125551222	0.112115517	0.157445911	0.197443040	0.197443040	0.169785866	0.183092975	0.183092975	0.183092975	0.100117617	0.190132674	0.183092975	0.183092975	0.183092975	0.120902664	0.190132674	0.190132674	0.183092975	0.183092975	0.176313923	0.190132674	0.183092975	0.176313923	0.197443040	0.197443040	0.183092975	0.190132674	0.197443040	0.197443040	0.205034481	0.197443040	0.183092975	0.183092975	0.183092975	0.197443040	0.176313923	0.205034481	0.176313923	0.176313923	0.183092975
0.000135870	0.000016427	0.045333991	0.017652130	0.047077027	0.000008021	0.022136428	1.000000000	0.013053186	0.001905802	0.045333991	0.002676353	0.026732090	0.014076240	0.024789215	0.006873379	0.014617454	0.040482631	0.045333991	0.047077027	0.038983754	0.045333991	0.022136428	0.034811957	0.037540373	0.000770612	0.042039138	0.027759906	0.050766728	0.045333991	0.028827240	0.036150434	0.040482631	0.045333991	0.042039138	0.054745613	0.045333991	0.042039138	0.034811957	0.038983754	0.029935612	0.000023069	0.037540373	0.034811957	0.038983754	0.043655491	0.045333991	0.045333991	0.043655491	0.043655491	0.043655491	0.036150434	0.029935612	0.042039138	0.045333991	0.045333991	0.045333991	0.048887080	0.048887080	0.048887080	0.033523038	0.040482631	0.045333991	0.038983754	0.045333991	0.027759906	0.050766728	0.043655491	0.045333991	0.045333991	0.047077027	0.043655491	0.048887080	0.043655491	0.052718646	0.045333991	0.045333991	0.047077027	0.048887080	0.048887080	0.050766728	0.048887080	0.045333991	0.045333991	0.048887080	0.045333991	0.043655491	0.050766728	0.043655491	0.043655491	0.045333991
0.000077152	0.000015819	0.125551222	0.028827240	0.130378511	0.000004912	0.048887080	0.013053186	1.000000000	0.004894458	0.135391404	0.005910578	0.054745613	0.021316823	0.079836237	0.014076240	0.037540373	0.120902664	0.135391404	0.140597036	0.116426220	0.135391404	0.082905842	0.066111147	0.140597036	0.000638132	0.135391404	0.052718646	0.130378511	0.135391404	0.092841116	0.100117617	0.120902664	0.125551222	0.125551222	0.130378511	0.125551222	0.116426220	0.112115517	0.107964418	0.066111147	0.000027858	0.089403656	0.089403656	0.079836237	0.140597036	0.125551222	0.125551222	0.120902664	0.120902664	0.089403656	0.086093469	0.071292663	0.125551222	0.135391404	0.135391404	0.116426220	0.125551222	0.125551222	0.125551222	0.074033778	0.112115517	0.125551222	0.116426220	0.125551222	0.071292663	0.130378511	0.130378511	0.125551222	0.125551222	0.120902664	0.112115517	0.125551222	0.130378511	0.125551222	0.135391404	0.135391404	0.130378511	0.135391404	0.135391404	0.130378511	0.135391404	0.125551222	0.125551222	0.125551222	0.125551222	0.120902664	0.130378511	0.120902664	0.120902664	0.125551222
0.000146519	0.000023956	0.007412085	0.005691738	0.007137652	0.000026827	0.005691738	0.001905802	0.004894458	1.000000000	0.007412085	0.001167003	0.006873379	0.003902961	0.007993014	0.001905802	0.006873379	0.007137652	0.006873379	0.007137652	0.006873379	0.006873379	0.005278065	0.005278065	0.007137652	0.000183740	0.007993014	0.006618890	0.007137652	0.007412085	0.008619473	0.007993014	0.007697071	0.006873379	0.007993014	0.007697071	0.007412085	0.006873379	0.007697071	0.007412085	0.004894458	0.000012614	0.005691738	0.005691738	0.005481000	0.007697071	0.006873379	0.006873379	0.007697071	0.007697071	0.005278065	0.005082644	0.004208858	0.006873379	0.007412085	0.007412085	0.006873379	0.006873379	0.006873379	0.006873379	0.007412085	0.007137652	0.006873379	0.006873379	0.006873379	0.007137652	0.007697071	0.007697071	0.007412085	0.006873379	0.006618890	0.007697071	0.007412085	0.007697071	0.006873379	0.007412085	0.006873379	0.007137652	0.007412085	0.007412085	0.007697071	0.007412085	0.006873379	0.006873379	0.007412085	0.007412085	0.007137652	0.007137652	0.006618890	0.007137652	0.007412085
