1.000000000	0.000263245	0.000454201	0.001526392	0.000482580	0.003158760	0.000832640	0.001061062	0.000783676	0.001526392	0.000482580	0.002066667	0.001436631	0.002973006	0.001272634	0.001436631	0.000783676	0.000454201	0.000482580	0.000512732	0.000512732	0.000482580	0.000578805	0.000614969	0.000482580	0.000427492	0.000512732	0.000482580	0.000482580	0.000512732	0.000544767	0.000614969	0.000427492	0.000614969	0.000614969	0.000544767	0.000512732	0.000482580	0.000482580	0.000427492	0.000427492	0.000544767	0.000402353	0.000512732	0.000544767	0.000482580	0.000482580	0.000512732	0.000454201	0.000454201	0.000454201	0.000939938	0.000482580	0.000512732	0.000512732	0.000512732	0.000482580	0.000482580	0.000482580	0.000544767	0.000512732	0.000512732
0.000263245	1.000000000	0.000939938	0.001723090	0.000998665	0.000119726	0.000578805	0.000737591	0.000482580	0.000939938	0.000998665	0.000614969	0.000998665	0.001127358	0.000694216	0.000783676	0.000544767	0.000939938	0.000998665	0.001061062	0.000939938	0.000998665	0.001197795	0.000783676	0.000998665	0.000998665	0.001061062	0.000884664	0.000884664	0.001197795	0.000998665	0.000694216	0.042787249	0.000998665	0.000998665	0.000884664	0.001061062	0.000998665	0.000998665	0.000884664	0.000884664	0.000884664	0.000832640	0.000832640	0.000998665	0.000998665	0.000998665	0.000939938	0.000939938	0.000939938	0.000939938	0.000653392	0.000998665	0.001061062	0.000939938	0.000939938	0.000998665	0.000998665	0.000998665	0.000884664	0.000939938	0.001061062
0.000454201	0.000939938	1.000000000	0.099955489	0.941193940	0.000069391	0.206850788	0.162320611	0.219774883	0.011278596	0.941193940	0.019460005	0.316157380	0.094077500	0.280066761	0.094077500	0.194686708	0.784723194	0.941193940	0.885846033	0.784723194	0.941193940	0.545495564	0.579578279	0.941193940	0.738576715	0.885846033	0.833752918	0.833752918	0.784723194	0.738576715	0.316157380	0.001723090	0.738576715	0.738576715	0.738576715	0.885846033	0.941193940	0.941193940	0.833752918	0.833752918	0.833752918	0.545495564	0.615790491	0.738576715	0.941193940	0.941193940	0.885846033	0.885846033	0.885846033	0.885846033	0.335910981	0.833752918	0.885846033	0.885846033	0.885846033	0.941193940	0.941193940	0.941193940	0.833752918	0.885846033	0.885846033
0.001526392	0.001723090	0.099955489	1.000000000	0.106200736	0.000335463	0.042787249	0.042787249	0.045460608	0.012732005	0.106200736	0.015270717	0.065397403	0.031601665	0.073824797	0.017238568	0.035673993	0.099955489	0.106200736	0.112836187	0.088545173	0.106200736	0.061551640	0.106200736	0.106200736	0.106200736	0.112836187	0.094077500	0.094077500	0.099955489	0.094077500	0.073824797	0.001197795	0.094077500	0.094077500	0.094077500	0.099955489	0.106200736	0.106200736	0.094077500	0.094077500	0.094077500	0.069483451	0.099955489	0.094077500	0.106200736	0.106200736	0.112836187	0.112836187	0.112836187	0.112836187	0.048300999	0.094077500	0.099955489	0.099955489	0.112836187	0.106200736	0.106200736	0.106200736	0.106200736	0.099955489	0.112836187
0.000482580	0.000998665	0.941193940	0.106200736	1.000000000	0.000073726	0.219774883	0.172462448	0.233506479	0.010615346	1.000000000	0.020675872	0.335910981	0.099955489	0.297565410	0.099955489	0.206850788	0.833752918	1.000000000	0.941193940	0.833752918	1.000000000	0.579578279	0.615790491	1.000000000	0.784723194	0.941193940	0.885846033	0.885846033	0.833752918	0.784723194	0.335910981	0.001830749	0.784723194	0.784723194	0.784723194	0.941193940	1.000000000	1.000000000	0.885846033	0.885846033	0.885846033	0.579578279	0.654265253	0.784723194	1.000000000	1.000000000	0.941193940	0.941193940	0.941193940	0.941193940	0.356898793	0.885846033	0.941193940	0.941193940	0.941193940	1.000000000	1.000000000	1.000000000	0.885846033	0.941193940	0.941193940
0.003158760	0.000119726	0.000069391	0.000335463	0.000073726	1.000000000	0.000127207	0.000162104	0.000073726	0.000544767	0.000073726	0.000402353	0.000219482	0.000454201	0.000119726	0.000578805	0.000152571	0.000078333	0.000073726	0.000069391	0.000078333	0.000073726	0.000078333	0.000106059	0.000073726	0.000083227	0.000069391	0.000083227	0.000073726	0.000078333	0.000093952	0.000106059	0.000106059	0.000093952	0.000093952	0.000093952	0.000078333	0.000073726	0.000073726	0.000065310	0.000065310	0.000065310	0.000127207	0.000099822	0.000093952	0.000073726	0.000073726	0.000078333	0.000069391	0.000069391	0.000069391	0.000143599	0.000073726	0.000078333	0.000078333	0.000078333	0.000073726	0.000073726	0.000073726	0.000083227	0.000078333	0.000078333
0.000832640	0.000578805	0.206850788	0.042787249	0.219774883	0.000127207	1.000000000	0.054525276	0.094077500	0.009991100	0.219774883	0.021967706	0.094077500	0.040271099	0.094077500	0.031601665	0.057932030	0.206850788	0.219774883	0.206850788	0.183237950	0.219774883	0.127376748	0.152775176	0.219774883	0.219774883	0.206850788	0.219774883	0.194686708	0.183237950	0.172462448	0.106200736	0.001526392	0.194686708	0.194686708	0.194686708	0.206850788	0.219774883	0.219774883	0.194686708	0.194686708	0.194686708	0.127376748	0.162320611	0.172462448	0.219774883	0.219774883	0.206850788	0.206850788	0.206850788	0.206850788	0.099955489	0.219774883	0.206850788	0.206850788	0.206850788	0.219774883	0.219774883	0.219774883	0.194686708	0.206850788	0.206850788
0.001061062	0.000737591	0.162320611	0.042787249	0.172462448	0.000162104	0.054525276	1.000000000	0.083338181	0.006945252	0.172462448	0.015270717	0.073824797	0.065397403	0.083338181	0.027994210	0.051318859	0.143791069	0.172462448	0.183237950	0.143791069	0.172462448	0.099955489	0.152775176	0.172462448	0.135335283	0.183237950	0.152775176	0.152775176	0.143791069	0.135335283	0.083338181	0.001352148	0.135335283	0.135335283	0.152775176	0.162320611	0.172462448	0.172462448	0.152775176	0.152775176	0.152775176	0.112836187	0.112836187	0.172462448	0.172462448	0.172462448	0.162320611	0.183237950	0.183237950	0.183237950	0.099955489	0.152775176	0.162320611	0.162320611	0.183237950	0.172462448	0.172462448	0.172462448	0.152775176	0.162320611	0.162320611
0.000783676	0.000482580	0.219774883	0.045460608	0.233506479	0.000073726	0.094077500	0.083338181	1.000000000	0.010615346	0.233506479	0.018315639	0.088545173	0.054525276	0.127376748	0.033576146	0.061551640	0.194686708	0.233506479	0.248096029	0.194686708	0.233506479	0.152775176	0.183237950	0.233506479	0.233506479	0.248096029	0.206850788	0.206850788	0.194686708	0.183237950	0.112836187	0.000884664	0.183237950	0.183237950	0.183237950	0.219774883	0.233506479	0.233506479	0.206850788	0.206850788	0.233506479	0.135335283	0.152775176	0.206850788	0.233506479	0.233506479	0.219774883	0.219774883	0.219774883	0.219774883	0.106200736	0.233506479	0.219774883	0.219774883	0.219774883	0.233506479	0.233506479	0.233506479	0.206850788	0.219774883	0.219774883
0.001526392	0.000939938	0.011278596	0.012732005	0.010615346	0.000544767	0.009991100	0.006945252	0.010615346	1.000000000	0.010615346	0.005790624	0.009403563	0.010615346	0.013527504	0.004025317	0.013527504	0.011278596	0.010615346	0.011278596	0.011278596	0.010615346	0.008850576	0.009403563	0.010615346	0.011983286	0.011278596	0.010615346	0.010615346	0.011278596	0.011983286	0.008330109	0.000578805	0.009403563	0.009403563	0.010615346	0.011278596	0.010615346	0.010615346	0.011983286	0.011983286	0.010615346	0.006945252	0.007840248	0.009403563	0.010615346	0.010615346	0.009991100	0.009991100	0.009991100	0.009991100	0.012732005	0.011983286	0.011278596	0.009991100	0.009991100	0.010615346	0.010615346	0.010615346	0.009403563	0.011278596	0.011278596
